LOCUS	CLASS	MEAN	SEM	CI_95	DF	NUM_BC	CHIP_READS	CRX_MOTIFN	CRX_MOTIF_SUM	GC_FRAC	ORCHID_SUM	PHOTOR_GENE	OCCUPANCY_6	OCCUPANCY_9	AAAA	CCCGGGGC_FREQ	NRL_MOTIFN	NRL_MOTIF_SCORE
chr2_104679799_UBR	UBR	0.455796772	0.022859429	0.049806352	12	3	NA	1	15.76968089	0.469387755	30.65458333	NA	1.027188907	1.455894343	0	0.21686747	0	0
chr2_105450829_UBR	UBR	0.473947826	0.08772252	0.191130705	12	3	NA	2	21.62951746	0.285714286	18.32758333	NA	1.860846581	2.511955317	2	0.084337349	0	0
chr2_10825079_SCRUBR	SCRUBR	0.355515709	0.027171356	0.059201222	12	3	NA	0	0	0.357142857	17.36245833	NA	0.15556528	1.338530492	4	0.13253012	0	0
chr2_10825079_UBR	UBR	0.356406865	0.020663657	0.045022183	12	3	NA	1	11.6507978	0.357142857	18.12820833	NA	0.999095848	1.175425017	5	0.13253012	0	0
chr2_110796599_UBR	UBR	0.792340344	0.134206463	0.292410384	12	3	NA	2	20.74687441	0.479591837	34.25570833	NA	1.721992442	2.560084925	0	0.180722892	1	10.56524636
chr2_112295034_CBRM	CBRM	0.429085239	0.05377497	0.117165443	12	3	76	1	10.20194783	0.612244898	39.13445833	0	1.370701888	1.972284718	0	0.397590361	2	23.99537578
chr2_112295034_CBRMUT	CBRMUT	0.502340908	0.022552501	0.049137614	12	3	NA	0	0	0.62244898	40.05045833	NA	0.550462873	0.983173518	0	0.409638554	2	23.99537578
chr2_112295034_SCRCBRM	SCRCBRM	1.89249819	0.110978349	0.241800737	12	3	NA	0	0	0.612244898	39.46620833	NA	0.717463636	1.797039229	0	0.385542169	0	0
chr2_11321207_CBRM	CBRM	0.003015745	0.001409225	0.003070434	12	3	21	2	24.2533524	0.418367347	30.01095833	0	3.126747465	5.432923866	0	0.168674699	0	0
chr2_11321207_CBRMUT	CBRMUT	0.083179121	0.012896567	0.028099169	12	3	NA	0	0	0.43877551	31.65758333	NA	1.017000428	2.684029469	0	0.168674699	0	0
chr2_113379201_CBRM	CBRM	3.063236189	0.235275166	0.512619884	12	3	50	1	10.5032084	0.387755102	24.72258333	3	2.123855324	4.463253342	2	0.156626506	0	0
chr2_113379201_CBRMUT	CBRMUT	3.001566502	0.200648186	0.437174273	12	3	NA	0	0	0.397959184	25.81783333	NA	1.829061512	4.33023233	2	0.168674699	0	0
chr2_113379201_SCRCBRM	SCRCBRM	0.241062798	0.081585595	0.177759511	12	3	NA	2	21.90521325	0.387755102	23.73320833	NA	2.534047119	3.930145833	2	0.156626506	0	0
chr2_114104239_UBR	UBR	0.406456388	0.024046262	0.052392237	12	3	NA	1	13.4902843	0.357142857	24.48620833	NA	1.018474385	1.355354454	0	0.096385542	0	0
chr2_118459306_CBRM	CBRM	3.502602956	0.212356636	0.462684762	12	3	42	2	23.01225442	0.489795918	34.16570833	3	1.965214975	2.270074521	0	0.240963855	1	11.5095038
chr2_118459306_CBRMUT	CBRMUT	0.485170699	0.077027098	0.167827412	12	3	NA	0	0	0.510204082	36.16645833	NA	0.017868552	0.274549169	0	0.240963855	1	11.5095038
chr2_118459306_SCRCBRM	SCRCBRM	1.627427793	0.093451543	0.203613157	12	3	NA	1	11.14040568	0.489795918	34.09070833	NA	1.114883894	1.907867396	0	0.240963855	1	11.5095038
chr2_118687651_CBRNO	CBRNO	0.976061227	0.073726652	0.160636368	12	3	28	0	0	0.5	30.02995833	0	0.139067417	1.388620391	0	0.240963855	0	0
chr2_118687651_SCRCBRNO	SCRCBRNO	0.123529142	0.020223301	0.044062729	12	3	NA	1	11.14040568	0.5	31.08770833	NA	0.908619688	1.209386026	1	0.240963855	0	0
chr2_118982693_CBRM	CBRM	0.358237203	0.022593581	0.04922712	12	3	36	1	14.27621674	0.602040816	44.37295833	0	1.006874736	1.160430167	0	0.397590361	0	0
chr2_118982693_CBRMUT	CBRMUT	0.384223893	0.029641994	0.064584273	12	3	NA	0	0	0.612244898	44.95058333	NA	0.009209915	0.17123855	0	0.397590361	1	10.78691033
chr2_118982693_SCRCBRM	SCRCBRM	0.354092838	0.036242436	0.078965383	12	3	NA	0	0	0.602040816	44.10233333	NA	0.030018887	0.513799513	0	0.397590361	0	0
chr2_11923669_SCRUBR	SCRUBR	0.653415831	0.155521096	0.338850919	12	3	NA	0	0	0.448979592	32.31433333	NA	0.442620419	1.795617304	0	0.192771084	0	0
chr2_11923669_UBR	UBR	0.269285539	0.11081669	0.241448513	12	3	NA	2	21.4041819	0.448979592	31.66945833	NA	1.824196882	2.294101764	0	0.204819277	0	0
chr2_119924538_CBRNO	CBRNO	0.871904765	0.060005322	0.130740195	12	3	66	0	0	0.520408163	35.85458333	0	0.093907298	0.716090884	0	0.265060241	0	0
chr2_120229862_CBRM	CBRM	0.885572101	0.053566769	0.116711812	12	3	36	1	13.21732305	0.581632653	36.82458333	0	1.163081759	1.818330766	0	0.325301205	0	0
chr2_120229862_CBRMUT	CBRMUT	0.538076542	0.026374531	0.057465092	12	3	NA	0	0	0.591836735	37.73133333	NA	0.001153612	0.02292696	0	0.325301205	0	0
chr2_120229862_SCRCBRM	SCRCBRM	0.150885167	0.008736369	0.019034888	12	3	NA	0	0	0.581632653	36.91033333	NA	0.038147745	0.543762131	0	0.34939759	0	0
chr2_120534414_CBRM	CBRM	0.431873662	0.062307418	0.152460644	6	2	31	1	10.77169723	0.408163265	28.45558333	0	2.364789171	4.560518393	0	0.180722892	2	31.22055108
chr2_120534414_CBRMUT	CBRMUT	0.554429921	0.047044545	0.102501124	12	3	NA	0	0	0.418367347	29.60808333	NA	1.406833171	3.561018636	0	0.180722892	2	31.22055108
chr2_121185164_CBRM	CBRM	2.674101354	0.144594235	0.315043365	12	3	22	1	11.14040568	0.469387755	28.62033333	1	2.213145912	3.694132625	0	0.21686747	0	0
chr2_121185164_CBRMUT	CBRMUT	1.168717822	0.041085526	0.089517555	12	3	NA	0	0	0.479591837	29.77283333	NA	1.275854971	3.117789887	0	0.21686747	0	0
chr2_121185164_SCRCBRM	SCRCBRM	0.007763057	0.005306062	0.011560902	12	3	NA	1	11.25561154	0.469387755	28.14258333	NA	2.929064453	5.024131331	0	0.228915663	0	0
chr2_121282488_CBRM	CBRM	1.167810102	0.100121888	0.21814657	12	3	52	3	36.71033692	0.408163265	22.59058333	1	2.762647184	3.728946944	0	0.192771084	0	0
chr2_121282488_CBRMUT	CBRMUT	1.666708758	0.08318747	0.181249691	12	3	NA	0	0	0.43877551	24.98908333	NA	0.07422993	0.758768616	0	0.204819277	0	0
chr2_121282488_SCRCBRM	SCRCBRM	0.236913971	0.020657086	0.045007865	12	3	NA	1	12.46396302	0.408163265	21.36508333	NA	1.037596214	1.793481371	0	0.204819277	0	0
chr2_121332385_CBRNO	CBRNO	0.740567969	0.148499797	0.323552844	12	3	33	0	0	0.530612245	34.35433333	0	0.568542088	1.199125012	0	0.277108434	0	0
chr2_121408519_UBR	UBR	0.374590506	0.017696402	0.038557098	12	3	NA	1	10.77169723	0.43877551	26.72020833	NA	2.324616406	3.331537683	1	0.180722892	2	21.00423338
chr2_122203242_CBRNO	CBRNO	0.977100982	0.073611245	0.160384916	12	3	32	0	0	0.530612245	36.84433333	0	0.039215124	0.522665722	0	0.313253012	0	0
chr2_122203242_SCRCBRNO	SCRCBRNO	0.019052365	0.002155506	0.004696439	12	3	NA	0	0	0.530612245	38.01783333	NA	0.53699795	0.979769548	0	0.313253012	2	22.93087624
chr2_122651136_CBRM	CBRM	0.072521781	0.029371003	0.063993835	12	3	39	2	22.51122307	0.43877551	26.30683333	0	2.65204688	3.442103474	0	0.192771084	0	0
chr2_122651136_CBRMUT	CBRMUT	0.7379409	0.072796275	0.158609253	12	3	NA	0	0	0.459183673	27.95358333	NA	0.657483726	1.072744344	0	0.192771084	0	0
chr2_122651136_SCRCBRM	SCRCBRM	0.693356267	0.216519841	0.471755594	12	3	NA	1	13.21732305	0.43877551	25.65208333	NA	2.311112428	3.720312705	1	0.180722892	0	0
chr2_123223769_SCRUBR	SCRUBR	0.403347669	0.050932561	0.124627393	6	2	NA	0	0	0.316326531	19.15208333	NA	0.652622376	1.816449339	2	0.096385542	0	0
chr2_123223769_UBR	UBR	0.264124043	0.04059675	0.104357194	5	1	NA	1	11.6507978	0.316326531	18.52933333	NA	1.052840144	2.036672827	1	0.096385542	0	0
chr2_127059769_UBR	UBR	0.475514591	0.032000854	0.06972378	12	3	NA	1	10.34472878	0.469387755	30.77108333	NA	0.953445142	1.13200059	0	0.21686747	0	0
chr2_127082613_CBRNO	CBRNO	4.053394574	0.194423079	0.423610949	12	3	26	0	0	0.479591837	33.86983333	0	0.060362848	0.800777201	0	0.180722892	0	0
chr2_127795924_CBRM	CBRM	5.377776868	0.314642401	0.685546011	12	3	24	1	11.6507978	0.448979592	25.49245833	0	1.176309636	2.116141418	0	0.192771084	0	0
chr2_127795924_CBRMUT	CBRMUT	5.633034182	0.237747679	0.518007021	12	3	NA	0	0	0.459183673	26.31583333	NA	0.187346307	1.117690526	0	0.192771084	0	0
chr2_127802162_CBRNO	CBRNO	0.021629333	0.005561855	0.012118225	12	3	41	0	0	0.530612245	35.50058333	0	0.025773176	0.419421529	0	0.204819277	0	0
chr2_127802162_SCRCBRNO	SCRCBRNO	0.453606799	0.043950714	0.095760255	12	3	NA	0	0	0.530612245	35.62283333	NA	0.027926605	0.393838637	0	0.21686747	0	0
chr2_12801919_UBR	UBR	0.753530396	0.02790767	0.06080551	12	3	NA	1	11.41981592	0.418367347	29.90095833	NA	1.504994917	2.061136745	1	0.144578313	0	0
chr2_128496789_SCRUBR	SCRUBR	1.114632573	0.082160615	0.179012369	12	3	NA	0	0	0.408163265	28.05783333	NA	0.109795938	1.168524039	1	0.168674699	0	0
chr2_128496789_UBR	UBR	0.376015418	0.105499004	0.229862285	12	3	NA	2	24.22060591	0.408163265	27.52633333	NA	1.999767649	2.349544311	1	0.168674699	0	0
chr2_129071739_SCRUBR	SCRUBR	0.119576403	0.009603787	0.020924827	12	3	NA	0	0	0.581632653	35.43095833	NA	0.000844447	0.016826045	0	0.301204819	0	0
chr2_129071739_UBR	UBR	0.05765817	0.008912799	0.019419295	12	3	NA	1	10.53282488	0.581632653	35.85583333	NA	0.941222282	1.021564371	0	0.301204819	0	0
chr2_12921788_CBRM	CBRM	3.295443659	0.213673288	0.465553497	12	3	50	1	10.69794889	0.489795918	39.93270833	2	0.924384314	1.062402715	0	0.156626506	0	0
chr2_12921788_CBRMUT	CBRMUT	1.805167172	0.104499266	0.227684046	12	3	NA	0	0	0.5	41.17883333	NA	0.003468735	0.06687514	0	0.156626506	0	0
chr2_12921788_SCRCBRM	SCRCBRM	1.673965081	0.072835298	0.158694276	12	3	NA	1	10.69794889	0.489795918	40.11220833	NA	1.68475831	2.134404885	0	0.156626506	2	22.57070765
chr2_129625924_CBRM	CBRM	0.080274365	0.008098805	0.017645758	12	3	86	2	25.24692718	0.489795918	32.22620833	0	2.288430371	3.273725971	0	0.228915663	0	0
chr2_129625924_CBRMUT	CBRMUT	0.629713571	0.074137568	0.161531674	12	3	NA	0	0	0.510204082	33.78945833	NA	0.304266941	1.244832444	0	0.228915663	0	0
chr2_129625924_SCRCBRM	SCRCBRM	0.216832832	0.059920465	0.130555309	12	3	NA	2	23.76185697	0.489795918	31.60208333	NA	1.940684975	2.676179408	0	0.228915663	0	0
chr2_130005117_CBRNO	CBRNO	1.383621827	0.117627103	0.256287107	12	3	19	0	0	0.571428571	38.38808333	0	0.179239012	1.49998647	0	0.34939759	0	0
chr2_131024219_UBR	UBR	0.418881643	0.023525468	0.051257526	12	3	NA	1	10.77169723	0.469387755	32.15245833	NA	0.95911677	1.022661539	0	0.192771084	0	0
chr2_131551239_SCRUBR	SCRUBR	0.468369198	0.041973976	0.091453318	12	3	NA	0	0	0.295918367	21.89395833	NA	0.235442779	2.456612014	0	0.060240964	0	0
chr2_131551239_UBR	UBR	0.360021581	0.023836386	0.051934956	12	3	NA	2	21.45755936	0.295918367	21.50083333	NA	1.871118444	2.07027617	0	0.060240964	0	0
chr2_131688763_CBRM	CBRM	0.757559478	0.0274252	0.059754299	12	3	72	1	11.75664289	0.489795918	28.68995833	0	1.643738892	3.053003167	1	0.240963855	0	0
chr2_131688763_CBRMUT	CBRMUT	0.600539494	0.045277892	0.098651924	12	3	NA	0	0	0.5	29.67558333	NA	0.658869222	2.054717205	1	0.240963855	0	0
chr2_131688763_SCRCBRM	SCRCBRM	0.714707899	0.051218657	0.111595723	12	3	NA	1	10.69794889	0.489795918	28.97608333	NA	0.832935898	1.37682752	0	0.240963855	0	0
chr2_132078936_CBRNO	CBRNO	0.213895738	0.020119993	0.043837643	12	3	36	0	0	0.581632653	39.55508333	0	0.509315434	0.98509075	0	0.337349398	0	0
chr2_132078936_SCRCBRNO	SCRCBRNO	0.658531399	0.075121371	0.163675194	12	3	NA	0	0	0.581632653	38.91620833	NA	0.013815477	0.224925006	0	0.337349398	0	0
chr2_134468859_UBR	UBR	2.322506455	0.057296323	0.124837801	12	3	NA	2	20.78257721	0.397959184	23.20445833	NA	2.166382827	3.421747292	0	0.144578313	0	0
chr2_136450004_CBRM	CBRM	4.181362796	0.199505304	0.434684152	12	3	96	2	20.32647064	0.448979592	30.57783333	0	1.358468583	1.979892797	1	0.21686747	1	11.06120385
chr2_136450004_CBRMUT	CBRMUT	2.871827964	0.149703465	0.326175406	12	3	NA	0	0	0.469387755	32.40220833	NA	0.001541955	0.030681507	1	0.240963855	0	0
chr2_136912409_UBR	UBR	0.686901178	0.024867748	0.054182098	12	3	NA	1	10.20194783	0.43877551	24.68833333	NA	0.844878007	1.33938734	2	0.168674699	0	0
chr2_136919190_CBRNO	CBRNO	5.145323814	0.1894547	0.412785795	12	3	76	0	0	0.469387755	25.66533333	1	0.59222985	1.255560042	1	0.192771084	0	0
chr2_136919190_SCRCBRNO	SCRCBRNO	0.195980227	0.081811944	0.178252682	12	3	NA	0	0	0.469387755	26.51670833	NA	1.204821153	3.144287981	1	0.204819277	0	0
chr2_140412243_CBRNO	CBRNO	1.166032923	0.0751234	0.163679614	12	3	44	0	0	0.43877551	30.87795833	0	0.418452767	1.243835694	1	0.180722892	0	0
chr2_140600269_SCRUBR	SCRUBR	0.797235471	0.086226876	0.210989404	6	2	NA	1	10.14857036	0.316326531	14.40495833	NA	1.359039513	3.564843961	4	0.144578313	0	0
chr2_142415159_UBR	UBR	0.075526185	0.007820039	0.01703838	12	3	NA	1	10.97446653	0.448979592	25.61008333	NA	0.984852784	1.275944468	0	0.168674699	0	0
chr2_143522087_CBRM	CBRM	1.918650496	0.13404635	0.292061527	12	3	24	1	11.14040568	0.5	34.65208333	2	1.5477458	3.345150168	0	0.265060241	0	0
chr2_143522087_CBRMUT	CBRMUT	0.281059921	0.031323178	0.068247254	12	3	NA	0	0	0.510204082	35.58045833	NA	0.651805278	2.351064853	0	0.277108434	0	0
chr2_143522087_SCRCBRM	SCRCBRM	0.115379137	0.006854794	0.014935293	12	3	NA	1	10.04892552	0.5	33.98020833	NA	0.681573482	1.689548812	0	0.265060241	0	0
chr2_144385989_SCRUBR	SCRUBR	0.322749534	0.041424842	0.10136286	6	2	NA	0	0	0.37755102	31.35958333	NA	0.00702532	0.131078545	0	0.13253012	0	0
chr2_144385989_UBR	UBR	0.448197494	0.033690379	0.073404934	12	3	NA	1	10.34472878	0.37755102	30.60133333	NA	0.946507976	1.008624694	0	0.13253012	0	0
chr2_145925958_CBRM	CBRM	3.645492861	0.077257235	0.168328836	12	3	27	1	11.25561154	0.520408163	31.42270833	3	1.008793456	1.370930797	0	0.240963855	0	0
chr2_145925958_CBRMUT	CBRMUT	1.896876693	0.092163976	0.200807793	12	3	NA	0	0	0.530612245	32.24608333	NA	0.022968444	0.370529895	0	0.240963855	0	0
chr2_145925958_SCRCBRM	SCRCBRM	3.018168183	0.369591297	0.805269214	12	3	NA	1	15.76968089	0.520408163	31.69258333	NA	1.003531722	1.089744288	0	0.228915663	0	0
chr2_146081548_CBRM	CBRM	0.28001417	0.015166118	0.033044089	12	3	62	1	10.34472878	0.397959184	26.70945833	0	1.277315781	2.824100043	0	0.144578313	0	0
chr2_146081548_CBRMUT	CBRMUT	0.814291076	0.056678159	0.123490939	12	3	NA	0	0	0.408163265	27.63783333	NA	0.472444618	1.835956544	0	0.156626506	0	0
chr2_146081548_SCRCBRM	SCRCBRM	0.001848044	0.000698405	0.001521692	12	3	NA	0	0	0.397959184	25.74558333	NA	0.846683513	3.162408436	0	0.156626506	0	0
chr2_146373799_SCRUBR	SCRUBR	0.207858038	0.018024059	0.039271	12	3	NA	0	0	0.43877551	31.71283333	NA	0.096890367	0.87061815	0	0.144578313	1	11.06120385
chr2_146373799_UBR	UBR	0.074652422	0.00840733	0.018317975	12	3	NA	1	12.83353649	0.43877551	31.66108333	NA	1.121767882	1.956166511	0	0.144578313	0	0
chr2_146571371_CBRM	CBRM	0.253242517	0.026376057	0.057468417	12	3	21	1	10.97446653	0.489795918	34.46970833	0	0.979300505	1.189489577	0	0.240963855	1	10.56524636
chr2_146571371_CBRMUT	CBRMUT	0.269644358	0.018943348	0.041273956	12	3	NA	0	0	0.5	35.45533333	NA	0.010290897	0.191321244	0	0.240963855	1	10.56524636
chr2_146571712_CBRM	CBRM	0.024948112	0.003692626	0.008045531	12	3	29	1	11.75664289	0.459183673	31.77095833	0	1.938716196	3.018565911	0	0.192771084	0	0
chr2_146571712_CBRMUT	CBRMUT	0.021021052	0.002096201	0.004567224	12	3	NA	0	0	0.469387755	32.75658333	NA	0.952198361	1.988176504	0	0.192771084	0	0
chr2_146571712_SCRCBRM	SCRCBRM	0.348006861	0.028823723	0.062801417	12	3	NA	1	12.07981953	0.459183673	32.33045833	NA	1.011249436	1.333174249	0	0.192771084	2	20.68945756
chr2_148498180_CBRNO	CBRNO	0.361135324	0.054644928	0.119060915	12	3	35	0	0	0.530612245	35.34858333	0	0.175001904	1.388212768	0	0.277108434	0	0
chr2_148498180_SCRCBRNO	SCRCBRNO	0.070132063	0.005494663	0.011971827	12	3	NA	0	0	0.530612245	34.90983333	NA	0.020576571	0.366143826	0	0.289156627	0	0
chr2_14997680_CBRM	CBRM	0.759693938	0.052978274	0.115429594	12	3	84	1	13.4902843	0.43877551	31.60495833	2	1.691784038	1.992881892	1	0.156626506	0	0
chr2_14997680_CBRMUT	CBRMUT	0.644108871	0.036654364	0.079862895	12	3	NA	0	0	0.448979592	32.18258333	NA	0.694552126	1.001692179	1	0.156626506	0	0
chr2_14997680_SCRCBRM	SCRCBRM	0.683214104	0.025433736	0.055415277	12	3	NA	0	0	0.43877551	30.91233333	NA	0.174060581	1.073668774	1	0.156626506	0	0
chr2_150262209_UBR	UBR	0.260807216	0.051029074	0.111182657	12	3	NA	1	10.20194783	0.387755102	20.97733333	NA	0.853095007	1.409996421	2	0.108433735	0	0
chr2_150612411_CBRNO	CBRNO	1.899361289	0.045509367	0.099156263	12	3	22	0	0	0.642857143	41.90320833	0	0.313150144	1.089370642	0	0.421686747	0	0
chr2_150612411_SCRCBRNO	SCRCBRNO	0.994416499	0.053679268	0.116956927	12	3	NA	0	0	0.642857143	41.83945833	NA	0.081050554	1.039955385	0	0.43373494	0	0
chr2_152333069_UBR	UBR	1.02370009	0.048123797	0.10485261	12	3	NA	1	10.58062939	0.37755102	26.99070833	NA	1.165779901	2.437539765	0	0.156626506	1	10.56524636
chr2_153679411_CBRM	CBRM	0.169406992	0.066973679	0.145922923	12	3	40	3	37.56521743	0.489795918	28.37195833	0	3.458940766	4.634153465	0	0.240963855	0	0
chr2_153679411_CBRMUT	CBRMUT	0.121822504	0.008250299	0.017975835	12	3	NA	0	0	0.520408163	31.14933333	NA	0.55500285	1.628548641	0	0.240963855	0	0
chr2_154232606_CBRM	CBRM	3.018007205	0.055411927	0.135587999	6	2	83	3	35.02071659	0.448979592	28.37258333	1	2.913130977	3.405518849	0	0.204819277	0	0
chr2_154232606_CBRMUT	CBRMUT	2.833279656	0.229750465	0.50058261	12	3	NA	1	11.25561154	0.469387755	30.28895833	NA	1.016839225	1.41366913	0	0.21686747	0	0
chr2_154232606_SCRCBRM	SCRCBRM	0.257360809	0.014677244	0.031978925	12	3	NA	0	0	0.448979592	29.06420833	NA	0.025600327	0.424372306	0	0.204819277	1	10.02167549
chr2_154929552_CBRM	CBRM	7.953749989	0.353051957	0.769233135	12	3	43	1	10.97446653	0.5	34.87445833	0	1.020961387	1.700077567	0	0.21686747	0	0
chr2_154929552_CBRMUT	CBRMUT	0.670879124	0.04779176	0.104129165	12	3	NA	0	0	0.510204082	35.86008333	NA	0.051971006	0.702295272	0	0.21686747	0	0
chr2_154929552_SCRCBRM	SCRCBRM	0.319188614	0.026403306	0.057527788	12	3	NA	1	11.6507978	0.5	35.18883333	NA	1.241017698	2.205623312	0	0.228915663	0	0
chr2_156005967_CBRNO	CBRNO	1.299584798	0.089090136	0.19411048	12	3	43	0	0	0.612244898	42.19458333	0	0.005155898	0.099544589	0	0.385542169	0	0
chr2_156010718_CBRM	CBRM	0.724817226	0.030152617	0.065696823	12	3	48	2	22.64652389	0.469387755	27.44408333	0	1.948879766	2.545155746	0	0.228915663	0	0
chr2_156010718_CBRMUT	CBRMUT	0.511924324	0.028142164	0.061316429	12	3	NA	0	0	0.489795918	29.59695833	NA	0.037208752	0.551653509	0	0.228915663	0	0
chr2_156010718_SCRCBRM	SCRCBRM	0.690019198	0.066832725	0.14561581	12	3	NA	1	11.94857499	0.469387755	27.83208333	NA	1.591016333	2.302381184	0	0.21686747	0	0
chr2_156147489_SCRUBR	SCRUBR	0.657113444	0.052132798	0.113587461	12	3	NA	2	20.54667661	0.520408163	35.62570833	NA	1.79693079	3.406913226	0	0.240963855	0	0
chr2_156147489_UBR	UBR	0.347104102	0.021449745	0.04673492	12	3	NA	1	10.34472878	0.520408163	34.83108333	NA	1.560077601	2.600804401	0	0.228915663	1	11.06120385
chr2_156794269_CBRM	CBRM	1.116997988	0.084568774	0.184259291	12	3	42	1	13.4902843	0.418367347	28.62108333	0	1.014993647	1.282185262	1	0.156626506	1	10.78691033
chr2_156794269_CBRMUT	CBRMUT	1.178880497	0.054955079	0.119736677	12	3	NA	0	0	0.428571429	29.19870833	NA	0.017529623	0.286364479	1	0.156626506	2	20.95194999
chr2_158222089_UBR	UBR	0.374509285	0.021612471	0.047089468	12	3	NA	1	12.83353649	0.520408163	35.34645833	NA	0.993774904	1.046159731	0	0.253012048	0	0
chr2_160934880_CBRNO	CBRNO	0.725417851	0.041477782	0.090372206	12	3	35	0	0	0.530612245	39.11720833	0	0.068848922	0.826040525	0	0.277108434	0	0
chr2_160934880_SCRCBRNO	SCRCBRNO	0.636361502	0.032788766	0.07144049	12	3	NA	0	0	0.530612245	38.53670833	NA	0.02604687	0.430161034	0	0.289156627	0	0
chr2_164251945_CBRM	CBRM	1.067322659	0.099299199	0.216354088	12	3	70	1	11.41981592	0.510204082	36.25320833	0	2.425044522	4.316195167	0	0.265060241	0	0
chr2_164251945_CBRMUT	CBRMUT	1.520923058	0.118401127	0.257973559	12	3	NA	0	0	0.520408163	37.01933333	NA	1.288631361	2.893444294	0	0.277108434	0	0
chr2_164337729_CBRM	CBRM	4.237834147	0.160894721	0.350559027	12	3	160	1	11.41981592	0.387755102	25.16258333	0	1.616474709	2.201200249	0	0.108433735	0	0
chr2_164337729_CBRMUT	CBRMUT	2.815570348	0.144170763	0.3141207	12	3	NA	0	0	0.397959184	25.92870833	NA	0.666300454	1.203696668	0	0.120481928	0	0
chr2_164337729_SCRCBRM	SCRCBRM	0.000649966	0.000271667	0.000591912	12	3	NA	0	0	0.387755102	25.64458333	NA	1.251344739	2.088343609	0	0.108433735	0	0
chr2_164414529_SCRUBR	SCRUBR	1.336996957	0.099308661	0.216374705	12	3	NA	1	12.07981953	0.510204082	28.13445833	NA	1.006311611	1.291741401	0	0.228915663	0	0
chr2_164414529_UBR	UBR	0.473132515	0.031929291	0.069567858	12	3	NA	1	10.27157268	0.510204082	28.50383333	NA	0.86867148	1.02950638	0	0.228915663	1	10.78691033
chr2_164611247_CBRM	CBRM	2.308250436	0.103350502	0.225181106	12	3	28	1	10.27157268	0.683673469	46.07295833	0	0.873190348	1.115857079	0	0.542168675	3	32.31808962
chr2_164611247_CBRMUT	CBRMUT	1.047239661	0.089179829	0.194305903	12	3	NA	0	0	0.693877551	47.28708333	NA	0.00536143	0.103854069	0	0.542168675	3	32.31808962
chr2_164611247_SCRCBRM	SCRCBRM	0.452704572	0.046610728	0.10155592	12	3	NA	0	0	0.683673469	46.42520833	NA	0.517032652	1.032309611	0	0.542168675	1	11.96002502
chr2_165713883_CBRNO	CBRNO	1.374139999	0.101047304	0.220162875	12	3	79	0	0	0.551020408	42.23008333	0	0.4178312	2.08830405	0	0.325301205	0	0
chr2_16664279_SCRUBR	SCRUBR	0.810172506	0.040308367	0.087824273	12	3	NA	0	0	0.387755102	27.84620833	NA	0.687233523	1.858678811	0	0.13253012	0	0
chr2_16664279_UBR	UBR	0.217455916	0.007899533	0.019329447	6	2	NA	1	11.41981592	0.387755102	27.21570833	NA	0.987264404	1.634031468	0	0.120481928	1	11.06120385
chr2_166643459_UBR	UBR	0.123010439	0.013587154	0.029603826	12	3	NA	1	10.20194783	0.448979592	29.41758333	NA	0.887959179	1.814357125	0	0.180722892	0	0
chr2_166967693_CBRM	CBRM	3.120209057	0.207192076	0.451432166	12	3	47	1	12.07981953	0.469387755	37.82283333	1	1.019691381	1.364418763	0	0.13253012	0	0
chr2_166967693_CBRMUT	CBRMUT	1.615197112	0.124327735	0.270886512	12	3	NA	0	0	0.479591837	38.64620833	NA	0.026282456	0.359284268	0	0.13253012	0	0
chr2_167903854_CBRM	CBRM	0.584297772	0.06415416	0.139779726	12	3	46	1	12.07981953	0.479591837	30.01083333	0	1.019259592	1.414774219	0	0.192771084	0	0
chr2_167903854_CBRMUT	CBRMUT	0.626131397	0.032173252	0.070099404	12	3	NA	0	0	0.489795918	30.75070833	NA	0.028486503	0.395567788	0	0.192771084	0	0
chr2_167903854_SCRCBRM	SCRCBRM	0.526202913	0.065028309	0.141684331	12	3	NA	1	12.07981953	0.479591837	30.25920833	NA	0.993316656	1.068551034	0	0.192771084	0	0
chr2_168490679_SCRUBR	SCRUBR	1.823633385	0.085206075	0.208491597	6	2	NA	1	11.94857499	0.469387755	29.99458333	NA	0.99522044	1.084605534	0	0.265060241	0	0
chr2_168490679_UBR	UBR	0.186463439	0.029891146	0.065127127	12	3	NA	2	22.64652389	0.469387755	30.06608333	NA	1.820353129	2.285479576	0	0.265060241	0	0
chr2_168854059_UBR	UBR	0.839562558	0.244819747	0.533415713	12	3	NA	1	14.27621674	0.357142857	14.63283333	NA	1.016716023	1.337721096	0	0.168674699	0	0
chr2_172063889_UBR	UBR	3.369088061	0.313464467	0.682979515	12	3	NA	2	22.11487221	0.459183673	28.73245833	NA	2.349977632	2.972231212	0	0.204819277	0	0
chr2_173241569_UBR	UBR	0.40877413	0.028489608	0.062073443	12	3	NA	1	11.6507978	0.5	31.31745833	NA	1.019272545	1.470894887	0	0.204819277	0	0
chr2_175612839_SCRUBR	SCRUBR	0.862093816	0.171869918	0.374471896	12	3	NA	1	10.77169723	0.336734694	17.16483333	NA	1.280852273	3.464135469	1	0.144578313	1	11.06120385
chr2_175612839_UBR	UBR	0.38167093	0.030637885	0.066754129	12	3	NA	2	22.90640934	0.336734694	16.33145833	NA	2.468283004	3.717982685	3	0.144578313	0	0
chr2_177196199_UBR	UBR	1.251313926	0.149593496	0.325935806	12	3	NA	1	14.90476851	0.43877551	26.86133333	NA	1.291573411	2.70336695	0	0.156626506	0	0
